Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6
23844,1191,247,3977,1821,2138,3954,4574,3408
23845,2249,4396,3939,3056,1742,4971,3234,2105
23846,3563,2505,3239,249,4026,3004,1117,3822
23847,2540,4795,1525,3164,3459,2646,2370,2002
23848,1434,2083,586,4091,1143,1890,2977,694
23849,1065,4503,3725,3947,2008,3979,2354,1284
23850,3986,1665,36,245,1886,2915,85,4716
23851,2819,2650,2764,3328,3691,4618,3224,1164
23852,4490,2154,3960,296,1993,3606,2720,4188
23853,3474,557,4272,4672,3037,3469,428,4484
23854,570,2811,3543,2080,1364,1075,4750,2170
23855,859,4639,4823,3099,4474,3552,1426,4940
23856,566,3867,1598,3888,257,441,3624,4369
23857,1843,140,1352,3439,3621,4383,3411,725
23858,1722,678,1282,305,4264,2345,3622,4870
23859,670,4758,1145,2539,4441,2452,722,1308
23860,4928,1256,2727,2364,931,738,1015,2804
23861,3646,4515,4646,3196,1267,1644,2180,4757
23862,2190,1264,3655,2073,3147,1592,4115,1057
23863,4976,1286,4795,2833,2371,4552,15,3087
23864,2744,2037,4773,3185,3379,4537,806,1993
23865,2331,1988,3931,4750,3264,4940,929,3836
23866,2599,4774,1548,2259,2966,3755,1874,68
23867,597,3762,612,602,696,828,643,1197
23868,3466,1513,4344,3721,1213,1269,1566,941
23869,2507,2705,1648,2747,3653,3078,3843,4106
23870,4235,342,3747,1789,1123,3732,4288,2031
23871,2379,3484,589,4254,2407,1677,2472,2828
23872,341,599,2742,2043,4008,1891,3410,1851
23873,3960,1607,882,2632,2326,4496,4102,928
23874,180,3548,1824,2309,1163,4362,1738,4698
23875,1396,1411,786,3821,1059,4591,772,3637
23876,3745,3236,2058,3028,3356,532,3867,529
23877,4985,2939,1085,5000,3859,1852,1744,195
23878,1308,3909,3961,1220,1087,1583,4130,2822
23879,805,4646,4659,1539,4157,2552,1526,3409
23880,2680,1810,1101,4135,330,4912,1516,1874
23881,4464,851,4283,3009,3612,4146,4145,3096
23882,2700,2146,3776,1254,247,4558,456,1351
23883,865,1410,1266,4757,1317,3576,4398,3623
23884,4540,3682,4323,1629,4791,4206,2845,2949
23885,4937,3220,349,3743,3713,1629,4821,4076
23886,61,4191,3703,1981,840,3916,4062,599
23887,1675,4773,158,1503,4338,3395,4481,2824
23888,4268,3650,771,3528,2040,1803,4747,535
23889,4556,4009,462,1557,2097,2209,4138,1382
23890,2630,1024,2673,65,4927,4866,18,3487
23891,3110,893,3272,651,1537,3630,2695,1697
23892,1492,2831,4854,725,2453,3799,3472,1620
23893,2241,2727,360,3470,946,2842,4292,488
23894,4051,4931,1788,1491,969,2527,3723,22
23895,2102,2377,3917,1639,3058,654,2702,2321
23896,3610,1723,2835,2558,3047,3512,3554,1600
23897,2667,2907,109,4824,3560,1517,3848,487
23898,3418,1351,2470,3185,2714,4682,3299,1821
23899,124,673,373,3604,2373,4512,3192,110
23900,1165,3399,3560,2160,2797,1310,3396,3846
23901,1667,2479,1128,4435,983,4087,3254,3998
23902,3540,3543,1594,4159,551,2728,3616,4454
23903,2688,3996,2620,4508,4602,4506,3385,4353
23904,144,4920,4795,2002,2347,4765,3626,1215
23905,4652,2991,521,2151,441,524,1199,2642
23906,3623,1884,3650,2228,3911,4443,1668,3680
23907,3929,133,4117,2056,1321,965,184,1339
23908,3947,2625,3765,3133,1464,4566,2340,4115
23909,1810,4453,2340,811,3661,2328,4925,2603
23910,4261,3579,147,4115,1210,4237,3067,1064
23911,1265,2977,162,3297,2405,2444,887,1295
23912,1580,2708,2029,3854,1368,2904,855,4129
23913,3441,2896,2805,3242,953,2805,633,4131
23914,2592,1315,2009,3017,2647,912,2470,923
23915,3624,1485,4155,3985,1947,4013,2976,2934
23916,1367,4624,53,64,2725,1698,782,1391
23917,4906,2895,1551,3254,1058,507,3229,1243
23918,2198,1827,3955,3435,3338,1796,3991,182
23919,3275,4585,317,1876,2086,4905,1089,1161
23920,4963,3714,1725,619,1842,713,2749,1852
23921,3270,3699,3131,4762,3009,3986,605,4066
23922,3343,440,3576,3560,4312,2106,851,446
23923,4616,2305,754,3092,4861,4867,2267,4692
23924,300,688,622,2070,4390,4383,4382,4332
23925,2120,1837,583,2966,4590,269,3691,155
23926,869,1071,3258,2062,1103,4043,465,1698
23927,3201,2435,1022,3930,3447,1779,3551,1193
23928,1520,515,756,2005,2219,2468,480,1090
23929,4594,2117,3355,968,309,1189,3818,14
23930,1091,3150,2521,1585,2695,2209,2711,1616
23931,3021,3852,2875,4579,3566,1868,954,3150
23932,1978,473,3967,4127,4175,1470,2735,1701
23933,814,4562,1565,4468,3688,685,4583,1979
23934,882,255,1192,3041,1121,108,3062,2586
23935,330,2512,577,4594,2459,611,3602,120
23936,470,2609,2400,3139,1638,234,253,2712
23937,4515,289,1791,147,774,1731,2013,1501
23938,2084,3092,402,1957,3560,189,2517,2122
23939,1393,2453,2385,4746,4828,2279,4993,258
23940,2891,4205,445,2693,3017,1891,1797,3936
23941,4587,492,3855,3016,2174,3395,3463,1201
23942,794,2779,4353,783,930,3590,4474,1680
23943,735,3958,2537,3336,4742,1547,2755,1708
23944,1495,5000,4916,223,362,1921,1967,4019
23945,2667,1511,1486,1522,4706,1727,4936,413
23946,3322,1073,352,2252,3669,1579,2722,2954
23947,1614,1343,3871,1336,702,1985,3652,2876
23948,1110,3925,293,2557,666,3711,493,4702
23949,1652,3815,467,2576,4520,4243,2636,1156
23950,2700,4917,221,3259,3385,3996,3154,1284
23951,2633,1645,1425,2362,180,2423,4044,4211
23952,2635,753,877,3263,2192,2045,4993,4978
23953,1151,3999,2136,3006,4363,2408,801,3729
23954,460,1373,277,4258,4808,4250,1996,1914
23955,2553,796,2224,849,2299,596,3916,1376
23956,4622,216,1705,2319,1378,820,1151,3102
23957,477,1381,514,1278,4419,1079,2311,1585
23958,3229,3680,1178,2815,2278,3259,2644,1306
23959,3869,1229,23,697,4632,4841,4949,4850
23960,4064,4085,4962,4284,3150,1087,2009,241
23961,3344,815,2378,316,1759,883,377,332
23962,2476,954,2920,2529,552,4755,3030,3990
23963,585,418,4544,3403,4731,664,933,4485
23964,958,2293,3717,4239,2578,4275,2510,2382
23965,1696,4168,3593,4628,5000,1926,3231,2317
23966,1294,1474,3139,736,1733,2650,4882,4074
23967,2505,4960,1034,3281,2578,2856,4907,211
23968,4049,2253,4885,143,39,4336,3800,1236
23969,2538,4949,1967,4844,69,2820,3939,1668
23970,3124,2816,1674,3199,15,323,3857,1745
23971,1149,3846,4523,4153,3443,3517,131,3946
23972,706,2264,4963,2211,2569,3121,28,4795
23973,4174,641,2489,1876,3126,4548,4845,4771
23974,2506,2341,3442,4539,103,4115,670,4840
23975,2417,1865,3928,2375,1372,4886,3633,853
23976,1195,278,2135,2002,3129,2535,2957,1849
23977,2151,1597,4093,4416,4033,2193,1171,4662
23978,2896,503,4962,3900,4250,1106,1431,1042
23979,1114,3982,984,488,1438,4008,399,2124
23980,1276,606,4779,525,4125,2370,2339,2897
23981,3051,3179,1319,1352,4273,3796,4470,2562
23982,3083,1885,791,2527,216,500,2258,188
23983,3617,3302,4290,1976,2327,3732,2252,4005
23984,2992,2723,1754,3938,2412,2463,1576,1062
23985,316,14,4689,1761,2136,3297,3125,1758
23986,3443,4049,635,436,2285,330,2705,1538
23987,4743,3103,978,1428,4355,4639,2560,626
23988,1113,4476,1502,1977,3583,3073,134,3506
23989,2687,448,1087,4023,2396,136,4218,176
23990,1420,2850,4524,3789,1867,673,4226,4347
23991,3809,3838,3030,4048,2022,1400,1017,781
23992,793,1060,3189,3840,2402,2416,527,1265
23993,627,3451,3938,1526,3959,2145,2232,532
23994,2981,2169,4777,481,2286,959,4704,4290
23995,2200,3376,17,678,216,4505,3506,3037
23996,2546,762,721,2379,3496,1971,4457,134
23997,3807,3815,4990,1204,4407,696,2392,2101
23998,3085,3911,3642,1549,4016,4240,26,2091
23999,4343,428,1530,1200,3055,1205,63,232
24000,3672,4602,2978,4333,1344,24,3453,3817
24001,2657,3066,1234,2829,2522,1619,3635,1202
24002,1514,1895,4862,1650,3193,337,1702,3045
24003,200,4344,3193,2111,1862,2016,1207,43
24004,617,149,2154,4555,2465,3605,4882,4172
24005,2229,1272,799,4308,2276,2450,3073,3888
24006,3456,736,3924,1085,4040,3553,2389,1992
24007,4823,3922,57,1358,773,1635,203,1223
24008,1575,2489,4796,4419,757,2269,4709,1927
24009,4954,269,2804,4565,4910,3197,1610,1052
24010,989,1506,899,2400,4441,4783,16,4213
24011,3630,336,1786,1602,2658,4209,3222,344
24012,28,798,4195,3719,3109,4152,470,2025
24013,1256,4371,1657,4350,1937,1876,1743,1365
24014,1168,1963,4699,2163,1109,1416,1822,4984
24015,4578,2931,4071,2304,950,1081,1146,2343
24016,1904,4673,1770,2850,3554,4755,902,117
24017,2443,1149,3476,1057,316,4061,1703,4137
24018,3198,1911,4705,3589,2307,739,1326,775
24019,4668,4403,1869,2517,2666,220,2834,2971
24020,2448,4902,544,3501,1698,2806,3229,2811
24021,13,2069,1027,2927,4995,647,3666,4615
24022,4124,1917,2821,982,1317,4079,1544,1397
24023,3178,772,4715,2428,4593,824,970,311
24024,34,1068,945,762,50,4398,1961,221
24025,4074,3466,2897,2948,2582,4058,3591,4481
24026,8,1673,3258,2921,4660,3179,4695,2420
24027,4323,2486,2834,2015,1491,3002,4574,1253
24028,286,3709,2842,3034,4044,1682,3465,2850
24029,1278,3655,2634,4985,941,1396,2927,2104
24030,4435,405,2704,1295,1696,4287,663,1017
24031,3529,2382,3014,2964,4699,2299,1569,3635
24032,3955,3684,1697,3906,3523,527,4397,2911
24033,3186,843,1282,4358,2064,2586,3365,376
24034,4155,1012,361,3171,2365,3196,53,2402
24035,4312,1889,495,2139,965,1859,4404,2185
24036,4187,576,2630,1983,1750,2707,586,4988
24037,3745,3573,2937,6,1639,824,1247,3942
24038,4359,2071,3666,955,3695,4120,2227,1255
24039,3549,847,2105,4482,3465,1653,1717,2646
24040,3476,3166,1448,3803,312,2813,1036,166
24041,4455,1528,2227,3176,1557,2078,4334,3704
24042,271,1842,1233,732,3475,532,236,1091
24043,1602,3625,2332,2,3250,2710,2817,981
24044,2269,4084,485,4192,1787,2928,3143,3114
24045,3240,1832,838,1669,98,2471,4004,3257
24046,3712,1546,3748,3738,1833,2934,3518,831
24047,1666,2380,3689,2771,3072,4643,1071,3906
24048,2653,3138,16,2218,1327,498,3757,2549
24049,2870,4644,909,4053,1623,3574,4468,4693
24050,514,1368,4557,2090,2447,1336,1214,4608
24051,1858,931,2980,4861,2929,409,3127,3153
24052,308,1628,1271,2580,3151,1280,4658,2372
24053,4999,3461,385,1399,683,1838,1779,2362
24054,1319,2219,3706,172,3773,853,583,4148
24055,3812,1131,1141,3964,4819,84,3266,2683
24056,2412,1321,741,3262,1409,4685,169,982
24057,1848,1044,4879,926,1376,4780,477,4248
24058,1996,183,84,1804,4436,2861,1644,922
24059,1459,4938,3009,902,4843,2590,1739,2332
24060,4645,2402,373,2006,1005,4406,1731,4168
24061,3119,4823,4740,3440,3624,3587,267,1848
24062,2155,1639,3672,4644,1977,4419,948,4178
24063,3288,706,559,4184,3415,4812,200,3142
24064,3045,2407,4387,20,2962,3457,3246,1397
24065,2396,1261,1872,3804,3999,172,1122,4394
24066,2055,214,3418,935,2062,2242,2558,4234
24067,4063,1660,2482,2511,4274,524,2654,1256
24068,4424,2413,3247,839,2546,372,1602,959
24069,1232,291,3635,2746,1932,4528,4613,2407
24070,4397,1665,878,3548,482,2817,4652,1466
24071,645,4119,4212,2596,1628,2009,3693,2986
24072,2226,3960,743,3578,1595,1990,411,1860
24073,4084,2884,4653,4984,1746,1264,2682,656
24074,924,4715,2770,1646,1546,1928,1162,509
24075,4561,3111,4918,232,4581,852,4527,1689
24076,1003,1464,3578,46,3217,3170,3989,2626
24077,3351,2107,2185,4041,1598,4096,1575,1874
24078,3065,3720,3573,139,543,1882,397,2691
24079,2205,4357,222,4568,3091,3867,2039,2540
24080,766,4017,1742,1930,3291,3642,60,512
24081,672,4680,1731,2498,3683,3344,4017,4702
24082,4375,2059,1051,3869,4760,231,2292,4607
24083,283,880,2722,2158,619,2635,1378,3249
24084,380,3076,3186,2898,3797,491,3410,1935
24085,2660,1936,260,325,3952,638,433,4162
24086,2026,2036,4805,2333,4060,768,2510,2112
24087,708,1228,4811,86,2955,2836,2171,1250
24088,2779,2787,1974,1831,2355,110,679,1957
24089,1392,3799,4019,330,491,3064,137,4187
24090,4953,3587,3003,2353,2995,1369,3718,383
24091,521,2974,1844,4484,4512,4339,2787,2276
24092,328,3288,1462,154,1059,4434,4098,1972
24093,2207,1667,655,1711,590,2342,2540,2002
24094,2301,4673,677,2864,4034,100,426,1623
24095,1338,4536,2874,3160,1294,2963,4328,1748
24096,4587,1936,4050,635,1571,3512,3372,1459
24097,2803,2596,233,129,2007,2191,555,3877
24098,3474,2320,1307,4733,4724,2059,642,4387
24099,3205,1165,814,80,3584,3249,4049,443
24100,3641,1457,3228,4936,3770,622,2838,2152
24101,2895,4492,340,4651,4998,3331,4455,621
24102,327,1811,164,4596,1854,2373,2214,1769
24103,2385,2063,4026,1363,3925,4461,3800,3111
24104,1508,2817,3887,3327,364,4133,4928,1620
24105,4383,3344,4368,3028,178,517,2831,344
24106,4188,1612,2797,3847,3911,1031,2250,3542
24107,2096,4204,176,4346,1026,4982,1581,1684
24108,3695,4426,2741,2581,45,2889,513,3392
24109,4441,3864,4240,2968,4543,1233,334,1211
24110,4623,4790,503,2504,520,3504,3752,2974
24111,4565,1219,2911,623,2035,2960,2968,2075
24112,1608,321,999,1797,2747,4841,1002,863
24113,2928,421,3811,850,3379,357,854,2946
24114,2727,1439,1189,4847,4452,594,3173,3541
24115,1472,4758,3142,551,461,4719,772,4111
24116,444,530,2597,1974,1825,1833,480,2486
24117,618,2746,1560,3804,1514,3529,4040,4222
24118,1395,4224,395,1954,242,846,3826,1136
24119,423,2247,2491,3473,1654,4770,4276,4025
24120,430,2443,883,242,3040,2448,1922,477
24121,2672,63,2057,1228,4944,638,3032,4987
24122,808,1572,3917,613,1949,4451,4941,2700
24123,591,3238,1214,3587,4391,398,3390,2592
24124,2996,2289,994,662,697,3868,3645,1105
24125,1331,2388,4463,1466,960,2180,404,741
24126,4068,252,945,4017,2133,697,2589,3904
24127,3017,4374,933,1316,2210,4949,1274,1344
24128,1939,2303,1974,379,3086,2619,1369,2413
24129,1320,4719,3878,2435,4007,4033,959,2215
24130,2600,2985,606,4789,4068,1097,616,3740
24131,1819,1264,4755,4883,788,509,3813,227
24132,1854,3157,1401,109,4880,1365,1511,996
24133,1588,912,3169,3009,4162,2212,22,347
24134,4712,4271,4219,4752,2081,1600,1952,611
24135,2130,1827,3032,3618,4576,2482,4951,4486
24136,3105,1054,460,713,447,668,1606,309
24137,3636,927,72,413,4384,767,1,74
24138,180,751,4454,2352,4069,2562,837,4435
24139,179,2043,454,4680,4785,2579,1073,2193
24140,834,2002,1684,4878,2139,1683,1899,2293
24141,3912,463,3328,4399,4073,4317,4437,3337
24142,1380,3918,907,1114,3740,843,4052,2668
24143,3272,4614,4917,754,1273,1605,2739,2724
24144,3376,2041,1212,700,4061,1576,3142,2102
24145,4491,1764,1791,752,696,4174,234,2958
24146,3545,4801,4446,4396,3625,4179,405,2526
24147,4335,1100,1104,3315,1959,1391,4302,3908
24148,930,836,4153,3513,3388,1028,3858,1083
24149,4091,3234,48,1653,756,3223,4145,2441
24150,2295,583,4750,3402,4363,1788,1572,3484
24151,152,1760,3723,2912,665,2664,3428,2092
24152,3527,4874,3103,2939,3111,3579,3462,4615
24153,4894,3316,1172,3833,4151,1829,3869,3729
24154,272,2042,117,1637,4773,954,1016,2763
24155,1702,3227,3548,749,981,2466,3157,1316
24156,3991,1074,3223,4338,1916,1788,1007,2381
24157,4042,423,2969,1277,4623,4201,4123,218
24158,428,1950,371,3982,2389,1713,3598,2726
24159,2364,3530,1676,4888,1559,719,307,4959
24160,4546,646,3592,2404,330,583,3532,112
24161,2898,802,3087,2297,15,961,2682,2763
24162,602,1883,2729,3168,3433,3102,4686,2601
24163,2763,2796,3138,161,2698,1329,2495,4128
24164,1149,3588,784,2842,2868,2356,2725,4636
24165,2357,4752,502,1889,598,402,3541,2648
24166,102,2469,4804,1940,834,1610,454,647
24167,1426,3249,4831,263,2244,3368,201,4468
24168,3404,4705,2987,3720,1877,502,2548,741
24169,1140,3672,346,2481,3258,2707,2709,3212
24170,1011,1941,4310,4473,1750,2753,4997,3292
24171,1219,3012,2778,1588,4485,2357,873,3138
24172,3768,2490,1622,27,3139,2116,3372,1507
24173,2431,4335,1632,4271,3005,4694,3701,3327
24174,1640,1079,4697,3234,4139,3852,488,2910
24175,2313,665,1621,4240,4422,4092,4691,607
24176,2170,1423,3256,4381,998,1503,2692,2627
24177,4935,2302,3271,4969,2470,2287,662,4909
24178,1903,915,1292,2866,3376,3051,150,3031
24179,273,1775,1636,1232,3619,2618,3339,1413
24180,2324,4132,540,4184,3542,689,1884,4141
24181,4330,1688,2122,4403,1787,2970,2784,2483
24182,4249,4169,531,3853,4706,158,2926,1450
24183,2753,456,1975,1534,4726,4770,4172,1379
24184,674,1858,351,1163,4742,1055,1947,4422
24185,4239,4620,4357,4512,306,2820,1372,475
24186,4235,2605,1269,3555,1706,3899,1381,4129
24187,1196,2573,945,1642,2853,572,407,4633
24188,4999,4564,3139,3685,2575,1073,1872,3696
24189,468,2936,2611,22,495,4117,4641,1892
24190,4054,3333,147,4347,2113,1204,3767,1721
24191,3541,2280,4302,1288,768,4000,1834,1428
24192,2410,2479,660,2326,116,3398,1316,3156
24193,503,4567,2423,2538,4371,3272,2390,4459
24194,4744,1035,1401,4981,226,1850,4811,353
24195,1711,4782,3361,1307,859,107,2575,3066
24196,2334,4952,4009,4053,4175,3932,2765,4632
24197,2913,4316,494,4350,310,4068,524,1081
24198,3139,1869,2337,3436,1393,953,3249,1532
24199,4938,166,2717,1392,322,843,1257,4227
24200,4196,1426,810,1615,550,4239,3481,3181
24201,1887,3590,3979,4975,1730,1295,1235,127
24202,3281,1064,4067,4430,2724,2893,2708,3881
24203,1282,2706,1556,4912,4303,948,3632,689
24204,565,375,3703,969,438,394,4186,503
24205,2692,673,3751,4747,542,3145,460,1831
24206,3942,3864,4925,4819,4113,1365,1420,4550
24207,4280,1880,2563,4738,72,3899,3570,1009
24208,1935,4959,3141,1899,2605,1463,2531,1560
24209,1253,1150,4255,2195,720,3530,2428,217
24210,4277,4432,898,3054,3429,459,2297,1113
24211,227,3493,3688,4112,1826,4908,2766,4379
24212,3104,2652,2580,4604,690,4019,3952,75
24213,3877,2649,276,3998,176,3769,1830,387
24214,1353,3785,4226,1518,2071,1653,3534,2451
24215,2115,240,3091,3943,1030,634,3609,144
24216,4561,1559,4917,1303,1193,477,2178,1935
24217,4163,552,2601,4451,3782,3135,527,2597
24218,4738,4037,2817,4857,2471,1530,4774,2654
24219,3204,4071,3178,3133,1915,1549,3808,811
24220,3,3765,696,1449,2691,2624,3783,2015
24221,1849,2971,4709,1128,4317,4992,3980,1257
24222,1458,245,3849,4573,3201,790,2001,4658
24223,608,4632,2012,622,2831,3161,1064,1181
24224,3751,3861,3809,849,2561,4920,1332,63
24225,643,322,595,553,2782,3185,592,316
24226,2250,2562,2639,4663,915,3302,2262,4242
24227,2739,430,4065,2416,3942,4887,1123,863
24228,681,2721,3328,4602,957,801,3867,623
24229,1689,2159,2325,2431,2578,3119,2776,4962
24230,3931,435,1877,3182,1207,21,1536,4127
24231,1773,2788,3881,4284,1454,1123,597,4589
24232,2099,1155,3811,1302,4529,2653,855,4178
24233,4028,3729,3623,2117,1583,4535,521,686
24234,1635,1253,608,3334,1510,4982,4653,1649
24235,4622,584,4896,1724,1452,3627,2114,2034
24236,2996,1381,4119,1652,4134,1911,4670,4012
24237,1531,3075,2591,2302,2441,4528,29,2029
24238,2196,1322,3905,3813,1528,3846,3592,2971
24239,2162,4074,1937,2474,116,2969,508,4456
24240,2804,4422,2445,2935,3385,1485,3048,1263
24241,4929,3947,1675,4152,2500,883,4832,178
24242,188,2743,4254,4647,593,4036,2748,4591
24243,3140,1829,256,1299,1932,4198,3938,3364
24244,309,2626,2009,3701,711,1062,1472,2530
24245,1443,1371,2386,2306,3609,504,2035,4051
24246,3287,3534,1186,1390,330,4470,2840,2504
24247,4966,754,2966,463,2234,3658,1578,2942
24248,2075,4028,1036,2978,2274,1829,4332,2063
24249,2105,2573,2445,1011,2708,2090,215,2512
24250,4156,261,2023,4669,1759,3963,2183,149
24251,3326,4408,3034,2479,4580,3181,1575,4404
24252,1564,2712,2765,3196,3879,30,2535,2330
24253,4851,4154,3246,2486,57,3975,1278,3269
24254,4407,1895,663,1285,4336,1139,1960,3578
24255,3681,4163,2617,4186,1277,2738,2114,3692
24256,3149,2425,92,1348,2087,1836,4457,3201
24257,48,3687,3521,65,709,3209,4945,4949
24258,3526,3363,1593,2286,1355,74,2069,2101
24259,3028,772,742,790,667,2332,1881,2443
24260,4643,1516,2730,1434,2435,2465,714,3000
24261,3034,4124,1564,604,1560,4969,2913,1902
24262,4373,2191,3955,3306,4205,4480,2987,3672
24263,886,3629,978,3778,802,4753,2119,592
24264,2165,315,1138,3335,1143,1935,2592,3339
24265,1968,4737,2013,1816,389,3163,1876,2940
24266,4203,43,604,1343,1729,300,1766,2494
24267,559,3475,4232,1589,2579,1501,3577,4808
24268,1455,472,2920,2620,3461,4457,4765,3732
24269,204,4830,2627,2374,4929,1649,2335,2273
24270,2618,3829,2390,2281,4345,3336,1202,2583
24271,4284,4802,2331,4261,972,4310,413,4577
24272,979,2438,3194,4596,2765,2684,4305,810
24273,1753,3930,1103,3283,4395,430,4520,1984
24274,764,3053,1031,4601,2104,921,4105,3001
24275,3238,3084,978,3583,1294,895,2960,3440
24276,3464,817,4965,640,882,3894,4177,1881
24277,2479,4651,3981,890,3409,3062,451,1429
24278,3050,1060,1429,3943,4579,3981,3973,4874
24279,4795,1477,2678,3760,4106,4128,2738,3237
24280,2644,3321,4267,27,2947,3812,2043,31
24281,966,1470,424,490,484,2232,584,241
24282,3043,70,4172,3860,2084,3598,2547,2938
24283,2151,2698,2034,1874,2077,3398,3264,4643
24284,2249,4857,1599,2474,2019,985,3109,3436
24285,961,741,2642,3166,641,3964,474,1666
24286,2919,3894,3669,2417,3015,3789,405,1850
24287,4680,2836,1416,3533,4290,302,1364,4896
24288,2836,4077,2910,3163,1293,2568,3340,2431
24289,1267,2460,1855,2271,3984,3702,3959,898
24290,3712,3024,3038,30,4172,883,4866,656
24291,2859,1652,2800,2386,615,2816,3978,2416
24292,2598,3468,4655,4583,1175,2106,2190,3266
24293,302,985,3527,780,2020,1898,2173,503
24294,1391,60,4000,2308,179,2085,4173,4755
24295,1734,1887,1529,4405,3427,2364,1696,640
24296,4125,2478,4881,2129,2911,730,1901,3786
24297,771,4744,3490,4148,3092,4909,4479,3415
24298,4294,4369,3978,2225,1291,4982,3739,2380
24299,2882,1093,119,1888,294,4794,1268,1435
24300,1928,4106,4499,1278,2819,1449,1819,3551
24301,2796,2291,3984,909,2347,1887,2823,196
24302,2012,2005,695,4570,4872,2150,506,2331
24303,4863,2570,4471,3556,4935,907,1807,598
24304,483,3878,3130,3430,1209,4927,2283,1437
24305,1240,3997,3176,1246,1070,96,4786,579
24306,2935,104,2261,3995,1168,2753,105,557
24307,2862,1500,1298,3883,3422,1233,1878,4771
24308,4425,3209,765,2577,4936,719,3840,4547
24309,2393,682,3491,1794,3722,3851,3036,934
24310,614,4738,1642,223,3996,410,2916,3805
24311,158,4106,917,633,2064,48,517,3085
24312,3784,1277,732,2582,4544,1268,2151,4523
24313,4897,365,1477,1956,2581,1765,1572,1294
24314,1055,1444,780,4686,1980,2813,863,2580
24315,4621,2456,1302,3361,1246,2658,3851,1815
24316,4390,370,4742,1968,841,3986,1185,3158
24317,3012,1385,1318,3373,4454,905,601,736
24318,908,1635,4107,3215,2610,201,117,2909
24319,1032,2635,712,1000,1778,2169,1385,157
24320,2562,4637,3981,4412,4100,3515,2679,815
24321,1747,4655,1706,382,742,4106,2955,3009
24322,2134,387,180,4065,919,2210,802,3558
24323,4677,2183,2803,3286,2867,1756,3522,1169
24324,4081,2915,4112,4837,649,4075,3121,4823
24325,3909,2736,2885,4007,3776,1859,941,4974
24326,4125,1350,3051,4723,4662,4898,2303,1004
24327,4216,442,4279,3163,3282,1612,2460,4364
24328,2161,1914,1813,4064,2036,232,2630,3605
24329,1280,1114,327,1501,3769,1699,2095,4415
24330,685,3661,2624,1984,4222,331,1141,1882
24331,4483,2781,3542,2940,2782,3221,1444,3307
24332,738,1636,217,3869,2925,1484,2268,3758
24333,766,4286,1283,2734,3130,4284,3232,1004
24334,2287,2742,1509,134,350,1272,4745,1515
24335,3141,2467,3531,1891,3634,1927,2072,938
24336,2424,1659,2558,187,1317,1156,1204,433
24337,1856,3998,4630,3019,4633,2513,591,1097
24338,360,1455,2380,1386,2708,3754,2477,2533
24339,632,4027,3283,649,140,1607,4304,3807
24340,4742,3829,1804,354,4330,1423,1142,2299
24341,676,2040,4320,4402,1515,1370,3723,1805
24342,3604,2638,3744,598,2805,3858,586,527
24343,3153,4076,1081,640,2741,1161,3357,482
24344,3172,3389,483,518,1354,2019,1814,2474
24345,2416,4543,3055,4250,1395,2225,4523,3846
24346,2869,206,1905,3395,4081,4596,881,2444
24347,2801,4070,3720,788,1710,1293,796,1293
24348,4263,4845,4482,3023,1567,4066,4658,3781
24349,676,4241,3017,3106,821,48,1810,588
24350,3087,1016,1194,1124,4728,4952,1310,396
24351,4532,4468,2808,4046,1402,1069,4901,3149
24352,422,648,2828,1599,224,1070,3257,4988
24353,3963,2749,207,4282,223,2813,4546,2807
24354,1720,2571,4237,4697,3696,2544,726,2328
24355,2495,4421,3737,1273,4938,2533,1317,426
24356,843,97,868,3040,3916,1398,2748,2998
24357,610,813,1660,2315,744,627,1690,3757
24358,1655,3430,3878,2002,1606,3739,3557,352
24359,4939,4456,4569,2096,3088,2705,62,2090
24360,4557,2397,2084,2154,2555,266,359,828
24361,861,301,1518,491,3549,4803,2342,2824
24362,34,826,924,721,3062,1948,55,3805
24363,612,2667,4669,3508,968,1604,4149,937
24364,3378,1703,2069,1116,252,4586,3448,2752
24365,3622,2039,3470,3275,3215,2660,3085,974
24366,247,4431,2253,2871,2088,2387,359,1949
24367,255,4651,1859,3833,1378,3402,2656,4695
24368,4511,2220,1805,2458,92,1791,2887,341
24369,3652,2865,1784,1865,3411,2229,4232,3195
24370,4672,949,3121,3583,3340,2476,2377,2480
24371,2859,3542,1269,1963,4826,3596,548,2079
24372,2970,927,1784,1563,3746,3620,1851,311
24373,4201,1158,773,4253,4155,405,17,2367
24374,3263,3741,3509,338,1727,946,1145,4261
24375,2328,4133,4718,464,1330,2261,1282,4232
24376,455,1123,3501,1709,1868,1997,4947,1069
24377,4457,25,2791,1326,1496,784,513,1132
24378,814,255,4200,4403,1111,3803,829,4566
24379,4563,162,3325,2039,3150,4499,4528,1147
24380,1384,3531,3288,1930,2713,2881,2252,4393
24381,3614,2955,2155,4944,744,4796,3033,3774
24382,4219,3819,4488,4556,1378,2712,1552,2143
24383,2448,457,2375,776,451,3044,3878,1181
24384,1219,3591,917,2507,3080,455,3737,2976
24385,314,1592,1151,907,374,1925,1294,2234
24386,1316,3738,2868,3226,2373,2967,4524,3248
24387,2186,58,4918,4821,2321,1872,1837,4491
24388,1716,544,198,4530,1265,4576,2612,1875
24389,1961,1553,1112,3383,4590,647,2249,3350
24390,4109,779,4308,1340,704,3350,4349,3347
24391,2150,3986,4095,4799,2286,3622,954,3591
24392,803,4623,1672,301,323,3414,4342,2739
