Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10,Exp11,Exp12,Exp13,Exp14,Exp15,Exp16,Exp17,Exp18,Exp19,Exp20
13293,3239,3313,2120,2398,4298,4975,2026,2349,3933,185,3247,2452,4624,3103,4626,4475,289,3286,1233,982,2174,2424
13294,1084,460,1797,4466,4201,1521,2457,3656,4791,1095,2737,3463,3248,3107,950,3388,371,3031,3422,2054,1673,1953
13295,4986,4667,1462,2869,1632,4963,1834,3038,1371,345,3469,3639,3738,4155,3134,938,450,3162,4977,111,2643,4383
13296,4401,3158,4063,2813,4325,4175,1181,4601,2537,521,4840,110,2137,2987,2777,2269,2456,487,2572,26,3259,2878
13297,4513,1029,4026,1362,2552,2992,4914,262,2313,3186,2556,672,90,4691,2309,2042,4809,624,2425,1334,1458,401
13298,2709,2901,148,665,2749,1147,2245,4307,4158,4431,3664,330,3795,1323,4168,2869,1415,1997,2917,2512,2964,2350
13299,4797,897,2130,2039,1587,674,1812,1027,2234,3072,4048,760,889,1922,3572,4358,1714,1177,3857,361,1257,1344
13300,1535,1301,1275,2660,3623,3784,1872,2869,2145,2454,2251,363,2665,83,3497,3330,812,4088,3446,4969,4250,1618
13301,4842,490,1377,3530,1343,840,4748,2057,1426,3618,2577,4053,4755,4190,4790,303,618,3688,2904,4462,3080,3140
13302,3188,2820,4468,2187,2467,2006,4045,3879,1727,2555,1590,3296,4228,850,3772,527,1227,3526,50,1618,4710,4109
13303,2332,3817,3990,4590,4362,4018,4851,1606,469,1127,2556,1301,4479,2156,1067,3244,2181,2071,780,4895,774,152
13304,4875,4357,4780,2567,2152,4842,515,4898,1296,464,1081,2801,936,3869,1526,1125,4308,2360,1247,2503,4117,1092
13305,2079,4438,363,2584,4569,3727,2097,2939,1505,1547,2460,657,2848,3591,2777,571,1573,3509,4322,4552,3960,982
13306,133,3673,2408,3432,3377,1042,1182,668,4338,2479,1165,2040,3149,731,4155,1911,2342,3700,1978,1561,1130,1955
13307,2497,1323,1399,4951,3842,4156,2995,2343,123,2995,1352,2354,819,2846,357,3115,295,549,1047,4508,2002,4460
13308,942,3134,3488,1871,2436,3594,3933,2908,4395,2497,492,1452,4912,2447,2916,2901,3675,2061,1277,3516,4414,1551
13309,3281,900,2140,1788,3945,296,963,336,2443,2138,1291,54,1151,1633,1349,1120,1952,2768,2175,3873,1632,4783
13310,596,1560,3685,1678,1871,4932,2865,3120,4080,1130,3371,4425,1259,2554,1042,3195,3600,1850,2315,4225,2762,1487
13311,1509,821,2384,1388,766,392,662,3084,748,4257,732,28,2732,877,1924,2656,4444,3221,315,3361,3606,3567
13312,3777,476,3302,4138,431,1104,4168,4218,97,1580,3444,4411,4809,4394,1294,3695,4944,79,4728,2676,2336,3115
13313,965,545,4744,1983,2627,3309,2699,517,2015,329,212,1728,4006,4529,4975,2740,1170,3055,2657,4142,1760,3956
13314,1026,2909,1360,953,4794,3093,2596,2769,1131,2201,2797,2994,1276,2934,1249,3524,2116,1330,3188,4508,1426,497
13315,4874,2136,276,1097,3411,987,951,715,3661,3980,4394,3669,3336,2265,3175,4022,2502,1258,899,2224,490,842
13316,4130,1057,1339,4041,1214,3765,3509,3640,1812,3699,201,921,3965,4211,1966,4869,4151,961,4735,2330,3364,1077
13317,2213,588,474,1404,1794,2727,3773,4877,2286,2562,2935,1865,4044,3170,1622,381,777,3587,4118,616,545,3145
13318,4191,1468,1407,31,3733,1669,1320,347,4513,807,2577,2215,1531,320,1168,1871,4391,820,2436,2033,1096,1399
13319,2988,197,1980,2597,2000,1937,4158,367,3475,3460,647,416,1432,2686,50,4222,963,932,3638,4882,1256,1776
13320,3077,681,598,3605,1444,1103,909,2287,592,1924,980,3548,348,4791,1541,4534,1264,2374,1907,858,3650,3612
13321,707,4275,3502,2565,1495,1987,1995,1232,4985,2159,1270,4689,3371,1688,4039,2694,690,3612,892,227,1597,3492
13322,2686,3075,1273,1077,1085,3112,1940,758,3390,4435,1538,287,1950,411,552,4689,2386,1227,1265,3085,4468,1157
13323,4859,2656,1857,826,377,236,979,693,3844,611,4638,4151,1199,4395,1582,3786,3435,2360,2244,3957,4758,4926
13324,2972,923,3179,4316,2854,4375,4670,2227,3856,1304,1907,1340,2781,4062,4427,4373,116,2030,1999,772,984,3321
13325,1401,2800,86,2530,4912,4171,157,866,2000,4168,1030,112,2568,3968,593,3583,3156,4000,377,3825,3946,3186
13326,114,13,2115,1854,1868,176,1060,4847,4278,1074,4048,696,2743,1296,1521,2235,671,451,980,1071,1253,4333
13327,3714,1500,3150,2434,2173,3771,4514,2763,487,240,2547,357,2471,4689,4458,1655,1313,4888,1754,4459,1929,728
13328,2661,4469,2084,4575,2398,3362,1487,4404,186,4132,671,1710,3572,1662,59,97,3373,882,2176,2494,3990,946
13329,1884,2073,3384,1729,1479,561,312,940,4247,3818,3920,886,262,4843,1061,4365,4971,2247,1536,1700,3754,3617
13330,1218,1655,4140,2782,1966,2106,4839,3773,3874,1699,459,586,895,51,320,3429,2333,3068,4683,39,3031,1271
13331,45,3140,639,4114,477,525,20,2362,1885,935,181,2168,4129,2402,4202,4285,4617,3309,2169,845,767,806
13332,4370,3924,2091,2115,2375,231,4190,502,3455,556,1385,3094,3234,3540,4541,649,1745,1342,2689,1096,2323,2996
13333,48,2004,35,2979,777,4295,489,1255,3196,2650,4496,2517,4911,216,441,3894,4771,3311,1747,4665,233,728
13334,320,2716,1465,997,215,4557,3100,2772,3954,3896,2027,4862,259,4001,104,2599,1294,1995,1823,170,3892,2706
13335,625,4240,3665,4087,4120,387,2917,4730,945,2914,2496,3909,949,4317,4290,2087,2460,1952,1641,2482,3046,57
13336,4812,3864,1560,4435,17,4747,2176,869,3788,566,1671,441,3801,1521,2859,426,2949,1734,1720,3484,4062,1289
13337,4632,1723,3120,4573,2507,1630,1375,47,2414,4626,4657,194,4704,291,3227,4483,2698,1643,1839,178,2824,3879
13338,3967,3,4707,4139,2324,4387,2772,611,3183,1170,869,173,3449,1168,4629,587,4936,4999,2154,1841,17,4092
13339,853,2573,498,159,2918,2939,4734,856,1876,4856,1572,1422,2756,3811,1315,2915,4823,1769,4753,4267,3954,799
13340,3913,3124,444,3195,3352,2505,2337,2768,656,3066,529,931,3173,2231,4392,1675,383,1187,498,2653,1906,3193
13341,2342,4663,4629,2369,1238,2752,4903,2813,166,3109,1289,1910,1969,3380,3737,3013,2996,1783,2604,1279,585,4695
13342,4281,2451,1536,1917,2425,4477,692,4484,4966,1141,926,2369,2323,640,1406,4450,4516,4776,1539,3800,2895,985
13343,2992,1222,3099,4548,1095,3418,4210,465,2672,4483,2076,4793,1345,2483,2841,3435,3308,4488,3311,753,987,3101
13344,14,3760,970,2276,3264,4639,4941,4171,4847,3828,4949,840,2362,4803,4004,1891,4803,672,800,3081,1684,4945
13345,2954,4258,4280,3198,3543,2689,3243,4799,1677,431,852,289,3405,462,4981,942,1572,4774,3802,933,420,1622
13346,3799,2439,2489,2303,16,616,3518,533,1566,2675,3128,569,3375,3147,2976,1278,1406,305,351,4437,4969,524
13347,1300,1279,4733,3353,3197,2884,1469,4912,4904,4117,4567,1995,467,3092,3172,1098,4053,587,2661,4370,934,3237
13348,4136,3500,1093,4884,1887,2938,1302,4778,4320,3267,2909,4709,3069,1179,326,3251,966,4950,4940,1772,3993,369
13349,1193,675,646,2217,3969,2463,4553,2856,2373,597,2126,4554,2001,2343,4796,4303,4608,2036,4189,692,2761,960
13350,912,2743,598,4944,1575,1588,2159,1921,4175,881,1819,4226,3355,280,2328,757,4782,3081,4204,2381,2111,1059
13351,3861,2171,1747,3530,4012,702,4604,4639,139,4248,415,1014,3900,844,2460,4676,2201,1858,4225,3475,418,4483
13352,2448,4657,2661,4239,693,192,4621,3420,1995,2584,200,477,1128,3,2770,2731,3880,3963,4045,4634,3664,1151
13353,15,459,4173,4684,2798,2566,2422,1174,1842,2263,1345,1932,4387,459,4291,3459,1772,3924,4005,2990,2378,4221
13354,1164,380,4719,2935,3918,3612,1554,3466,1183,426,4085,783,3804,3880,3712,2717,4556,4079,1036,4036,1884,685
13355,3892,204,1808,1877,2074,2533,3527,4858,3194,746,1658,1921,2198,4690,2398,614,485,3639,1841,1544,209,4709
13356,2344,280,3482,1020,4962,3771,3672,2588,4738,3876,1441,3567,1169,2304,2217,2760,4575,3672,2659,3038,2185,2220
13357,2647,2929,4408,1936,249,4355,1623,4363,1324,4622,3613,2226,1643,4493,1157,3021,192,3752,3972,1519,4317,1689
13358,2325,3297,1230,3506,1269,2715,3276,1149,1604,4796,1692,2326,3874,916,2450,1431,2991,2268,4789,2473,252,231
13359,3073,3858,2937,2668,3782,3324,7,259,1249,4983,4030,1754,452,2324,3743,2231,253,2657,2932,4840,2051,3435
13360,1469,3334,1176,1028,1266,4723,2349,1390,3910,4593,148,2252,397,4207,945,1311,642,2603,4999,779,2778,1897
13361,3720,3598,4154,4274,955,2819,3354,3864,1221,4757,838,3693,3169,2668,4872,565,4228,3536,3876,346,3868,4252
13362,3345,4226,443,1552,2993,1724,4840,2733,326,2001,2934,171,1213,228,3632,120,1795,3391,991,4995,3747,4921
13363,291,2503,4484,2456,831,4150,2924,3164,3078,2895,1127,3620,4655,2154,4194,1533,4105,2647,1108,2100,66,2925
13364,2472,826,1526,2776,1189,1673,2764,277,3994,2580,2592,74,3645,312,1966,2293,4713,1941,1446,84,2211,1679
13365,2378,1028,1057,3589,4563,990,3144,2494,412,2633,55,192,4991,2,487,4770,1983,4728,1241,3973,940,3293
13366,4491,2775,851,3255,687,1043,2580,748,3228,1385,3503,211,798,4451,2990,3663,4319,60,707,3610,3753,363
13367,195,1207,350,4996,2813,963,425,1257,2089,1155,2431,2092,2036,2390,1866,3352,1636,1519,4028,661,1279,4088
13368,1056,1325,2970,4645,2290,3443,1854,1096,3258,923,1781,2519,3160,4129,1174,395,832,767,2936,3923,849,483
13369,4666,1856,3522,3809,883,890,3195,4279,2076,282,2741,1197,1234,1596,1563,726,329,4526,1158,507,2590,1995
13370,3497,2636,17,4105,2501,2316,1376,597,3951,4725,3389,559,139,2937,2944,2080,3259,698,464,4407,3739,4686
13371,4738,2917,2108,4059,2269,3661,2590,2548,1340,2229,1859,1250,2706,417,3556,3373,397,1331,4060,3497,4831,3912
13372,4891,4036,3877,858,3869,3141,399,4516,3228,178,551,814,332,3218,2902,3176,3636,2580,3595,2880,2814,4835
13373,4508,995,605,2277,2457,3858,2833,3007,1971,2721,2386,4401,2077,285,3523,3214,2014,4221,2565,4751,3447,1887
13374,231,2631,812,4031,2535,4664,3619,2287,2083,1542,1137,652,701,3612,3325,2944,2112,2728,580,4419,4249,3239
13375,3380,4535,3301,825,768,3398,3765,4835,3544,1102,4403,4600,1943,4549,3988,3571,1601,1941,3592,2500,3384,553
13376,515,3972,2654,1415,3998,3234,1726,2312,4775,1856,2222,2183,4983,543,3794,4827,1381,337,1677,1945,1059,3381
13377,3238,3939,1656,1232,3290,2367,4361,1815,4047,2345,4914,2906,298,511,778,4283,2191,4012,1322,2003,186,822
13378,3392,4718,1578,4506,2356,2708,3719,2851,1148,2272,510,860,3245,148,2060,3032,3071,3589,2926,1259,3751,2361
13379,4971,4846,11,4764,2312,2881,887,1902,2129,3410,3500,1336,2451,1265,1849,2523,2169,1697,812,640,4487,49
13380,1282,592,3630,4114,1924,3635,2712,2494,3184,477,1919,1495,4811,2947,4690,4419,3723,78,2948,3868,919,1210
13381,1523,4347,3721,4231,2277,2607,1589,3475,780,3754,520,2694,4291,3417,4098,2794,3877,353,994,3897,2914,1359
13382,1888,675,3704,8,4243,3998,2138,3999,410,4210,4899,1330,1065,97,845,4802,3980,3207,653,3761,1446,1793
13383,3026,4292,2781,447,335,4519,2851,516,4209,1969,4747,2670,3668,1928,4895,1773,4935,4428,2575,2750,3907,3074
13384,4816,1308,4924,1565,1230,1924,685,4698,3728,1364,4016,2468,3794,1298,886,3240,2473,4645,2823,4758,2081,3874
13385,4522,3167,4367,240,2817,1889,3560,2006,3025,4348,1310,4880,1982,4263,3181,3466,4414,3606,663,1599,3436,2076
13386,2789,1317,3654,3138,4591,3362,3473,2684,1587,4168,1806,2320,2516,2025,3619,2102,1392,661,1575,933,2621,1578
13387,514,2085,2331,1556,2078,928,113,2257,469,2276,2673,4303,132,2354,2914,1611,3573,3589,4180,2354,2644,3676
13388,1795,849,3116,664,111,1295,4832,67,3198,2736,3993,1186,169,3143,768,3937,2953,3828,501,7,680,3236
13389,2436,468,322,2426,1003,152,2266,1648,4220,1895,1063,3642,3715,139,1308,4038,4703,1124,1428,1715,988,628
13390,96,4341,3869,4449,4036,1208,1557,3938,3722,4047,4242,1263,1107,907,3050,4894,562,4826,1669,1501,964,1360
13391,4063,3696,3497,4876,2458,955,1362,2357,1722,3673,3892,4020,621,218,744,1567,3131,4110,3716,3649,832,4479
13392,4752,321,2770,160,1378,2395,1297,2978,2221,832,634,2589,4990,2417,1681,3129,3047,2209,4808,816,209,2582
13393,2085,4545,556,473,1644,3734,3575,2383,769,2945,1265,1451,2185,3749,2605,522,3570,3366,1228,2360,2967,4538
13394,3196,2232,4626,4544,3672,4528,3507,1744,1353,4778,1588,2011,293,1610,2049,4974,3518,317,1947,4229,4948,3520
13395,1627,805,3649,1389,2178,4336,3155,3554,2024,2438,2785,3493,2432,1562,2355,3350,1260,3134,4847,3117,397,63
13396,2692,3613,4577,1617,2913,4546,2457,3664,4209,1177,2830,4327,2493,159,241,1764,854,3958,138,4725,2320,2101
13397,855,3757,4615,4342,4913,794,571,466,3778,4113,4939,979,3311,1513,1768,1506,266,2797,3657,3811,4434,4280
13398,2692,1589,4185,412,227,4574,3482,4334,3003,4712,740,1552,2377,1779,2304,791,2858,4810,4620,4499,1350,4661
13399,4376,452,3299,2533,1735,3237,2364,1116,3326,3361,4035,557,1127,777,4513,1281,4700,439,4139,4085,66,1413
13400,2171,1181,4723,174,226,1117,1051,3947,1810,1120,4077,1825,1730,4496,396,1811,4052,4304,3514,45,3959,2324
13401,1599,2062,4230,4866,3108,2114,1230,154,2923,1193,4455,3171,371,3719,3981,2650,1996,1001,2862,4682,1662,3282
13402,2600,1532,4670,34,4539,3724,2671,3378,3148,3560,4725,1389,70,4757,2718,2483,828,3061,2350,4567,4852,4066
13403,453,1729,3178,964,3929,3720,2463,2658,975,1277,544,3249,2584,3782,4027,3648,4441,1342,1750,2053,4888,2471
13404,4920,4848,4671,3161,2428,1484,2237,280,3002,1134,3382,2870,964,2526,1779,704,1869,93,1570,1829,3424,4204
13405,1681,4301,758,122,492,673,1100,2216,134,645,1534,4505,3117,4208,3227,968,2763,1993,2676,3413,4120,2890
13406,3921,1478,734,1433,490,3449,3069,1837,768,3149,791,1552,121,888,2458,2913,1592,1624,2338,2117,4800,4290
13407,3191,4975,3649,3437,603,1448,243,3894,4113,2368,4443,320,2309,4692,2826,2945,3655,2601,4099,1406,4958,2434
13408,1977,1794,3831,3660,227,3146,1067,3278,1874,569,3665,3460,2547,3616,2566,3385,4979,340,411,736,4734,3015
13409,1693,258,1023,4409,3771,669,1852,3528,1320,4790,3965,446,4379,3787,4075,2271,385,2611,2105,93,2879,626
13410,4914,299,2006,2457,3817,871,4648,3056,2962,1166,4821,1365,3565,3032,4872,3387,1563,2339,2271,1964,1393,3285
13411,4436,3622,2805,2565,452,267,3686,3837,758,3880,1741,2582,3477,2375,1880,3466,2337,29,3734,1858,2408,192
13412,4776,2023,4710,3854,199,4691,902,4772,3710,811,1268,2020,3592,3582,4816,4035,4627,2038,3071,2671,4097,2025
13413,2829,1167,1205,1791,4766,2445,2496,2295,104,931,517,1364,993,1457,1500,2465,139,4185,4251,2223,3812,3915
13414,3700,3825,2760,2217,4221,450,4458,4575,4064,3021,3260,952,3160,3326,1101,2578,9,73,1230,2975,2556,369
13415,333,683,2976,2348,1194,3600,1785,2170,3922,1390,1435,458,741,4911,1688,1607,4388,2085,4332,2263,427,1703
13416,3209,196,454,1420,4718,1591,612,313,2515,2656,1555,2753,2035,683,458,590,1731,2707,2810,2232,2226,4958
13417,4543,1625,3789,1393,235,4774,2392,4218,102,4546,460,1698,1469,3365,4173,2877,4827,912,3599,1947,2999,2799
13418,1587,2550,140,1930,4420,4173,83,1997,154,1381,2750,4830,4023,3029,2988,1685,4789,1170,74,1034,3643,3657
13419,564,3848,4386,4051,37,944,2411,3331,3184,1114,1715,554,664,4655,259,3309,3906,3598,878,652,4693,735
13420,1903,3504,4219,2158,657,4525,4905,3029,237,1984,3289,2434,4294,3458,514,919,1586,3781,4053,2142,437,4121
13421,3946,966,1032,4878,2365,4790,1033,1082,4630,107,1438,3580,3265,161,2008,515,2485,434,2526,3265,3478,520
13422,2248,2971,3439,3586,4896,3145,4130,913,1833,4111,3059,3493,4754,2132,4401,4300,3429,3343,824,1375,4859,4920
13423,3186,3873,1670,4773,2410,3088,2261,4084,1224,2019,1892,4262,1898,1167,2183,2331,1414,1017,3758,3291,1378,2621
13424,1941,1129,3082,3737,3285,4879,2082,4692,1563,1762,1916,81,4110,1129,3247,987,3807,1800,3136,3986,2495,7
13425,3237,4975,4357,1129,4068,2128,4762,2362,1040,307,1294,1864,353,3388,1928,4156,2779,3185,3407,1923,1261,4970
13426,1690,2526,3633,1555,2696,1875,3482,2252,52,4988,1356,2010,3717,3956,2880,4122,3897,2006,3384,1268,4649,1446
13427,2541,1037,182,3750,3931,250,4584,2513,2442,1865,683,2731,3600,3223,4588,2928,2968,411,3798,765,3701,2197
13428,4532,4974,1595,3767,3610,3204,2058,3910,445,4854,3950,2337,3864,1519,3096,3799,4706,2263,1919,1913,2369,4012
13429,4080,43,1014,3103,1480,1230,1240,2188,526,1400,2781,2539,1623,3043,719,422,2675,3191,3532,3871,3947,2711
13430,4344,4325,4040,1442,1205,1054,3155,366,4745,1300,2034,2612,3068,1536,3799,1327,1689,4403,2819,4997,2903,1272
13431,4114,2306,4785,4500,2814,3469,4805,1859,4296,2157,4078,2513,3377,207,3693,4293,3489,4267,374,124,213,109
13432,2407,2757,2379,4344,4967,4467,2093,737,4950,4079,3434,3578,366,637,991,4439,2055,2302,3510,2936,3124,4148
13433,1978,2479,4045,1023,315,4018,2321,3399,358,2772,4567,2264,2427,833,3539,2883,141,2318,4823,4192,4584,2112
13434,1583,3895,4915,3953,3065,4985,3538,2348,4782,2421,4855,3234,2902,1837,2689,3813,4212,3535,1594,2054,575,2458
13435,3775,3425,2443,642,4924,2125,3859,1681,947,3625,4677,1747,2476,2961,4849,3152,3095,1768,1689,135,1809,3742
13436,4187,4185,1237,1689,2513,4351,1591,3165,130,1867,2711,2355,1127,3985,3434,4601,2045,896,2043,1887,1880,2520
13437,1826,2835,2316,2886,287,752,4500,389,3779,1188,1498,2895,2008,1700,3330,2522,2750,1631,3623,105,189,3639
13438,2688,1998,1831,1181,1695,2356,2671,3564,2920,3572,1027,3598,193,4318,2384,4842,3131,3103,1513,543,4416,1372
13439,1872,3343,1472,4996,2830,705,2041,868,1843,1654,111,3864,160,2554,2196,3382,1340,156,1218,14,739,4867
13440,949,1,1013,832,3819,1519,4185,1795,3149,2626,3857,3239,1066,4645,1749,1487,3606,4327,485,3563,2238,3404
13441,509,1054,1065,4937,3177,2473,3790,4084,2231,1051,4292,3486,3065,89,3973,720,4130,2697,2530,186,1527,4422
13442,2100,3622,2289,2240,1556,126,1137,1277,455,1483,4122,4190,4693,81,2012,2216,2209,3041,1976,4220,2317,942
13443,1538,3579,2508,4584,1673,2973,2087,1733,392,3896,166,4754,2314,1888,443,3313,2580,4545,2653,2098,1156,1060
13444,4220,983,3550,1004,4202,2687,1585,2188,1192,3247,1973,130,3813,1374,3006,905,3935,1442,4488,60,1243,3880
13445,767,3776,4922,4474,3401,1438,4344,908,1458,1348,3412,2813,1861,680,368,4183,241,1111,2766,1501,3745,374
13446,1307,885,634,4084,679,3289,3331,2524,2262,1852,3558,1085,1953,4148,1727,876,3528,1836,3390,1619,294,4005
13447,3783,860,3308,4322,3007,181,414,1209,894,3689,330,207,4408,3511,792,3783,4427,2414,3220,1783,1706,4141
13448,4671,140,4897,4851,4472,1096,1572,1759,1570,2617,3812,301,403,3407,1646,4467,1892,4295,425,2709,2288,4022
13449,2094,1223,2546,1070,4852,4066,2245,3210,4424,711,4965,2229,2666,3990,2970,4784,4729,385,2257,3100,1522,2299
13450,3160,2647,4931,1101,3869,3324,570,428,4367,1969,89,4469,3609,4744,1031,1671,2185,602,115,3132,771,3411
13451,3341,1997,281,3303,2991,3140,4246,4170,3789,270,1582,2121,2111,4963,4964,476,729,1037,1640,4243,4172,3836
13452,1636,4777,2104,2360,2813,1975,3102,984,4233,1181,818,3459,3884,3287,3004,3454,2701,4699,2465,3866,1891,1659
13453,2128,2362,1207,3645,2077,3349,4316,394,3171,3947,1209,713,2974,4619,1099,888,1731,4702,648,4954,1895,856
13454,3187,1699,4096,2591,1618,4089,2773,156,886,1677,342,3137,4100,4513,3683,2365,1579,4887,3814,421,115,3039
13455,4678,3817,1923,3141,4370,1677,3554,3556,2785,96,3912,2454,3341,749,3872,3638,895,2962,4331,3044,284,2100
13456,343,2929,1115,3909,4493,1087,4956,3576,3022,4937,671,4675,715,1675,4040,1192,903,2195,4494,2461,1035,1939
13457,1955,3994,4007,2968,770,624,1592,1063,256,2293,4759,1791,1212,1285,858,913,3940,4080,814,2711,2162,108
13458,3201,2313,4546,4820,3633,3700,1259,4651,1469,4204,541,2932,4268,1977,940,909,4014,1459,2182,1973,3731,4568
13459,1312,4740,3034,2895,1955,987,2848,2334,4677,3545,3972,1647,4479,2689,4487,2831,4904,1363,1015,1730,1666,4940
13460,1014,3544,4021,118,3465,4319,4516,2711,1178,2627,681,3953,2397,1720,3472,1933,936,4578,489,2798,2916,2080
13461,2040,1549,3066,82,800,3694,98,3226,3340,2314,2463,1524,49,3731,3813,4737,1134,2716,2883,2414,915,4372
13462,110,4983,3542,899,1852,3692,1153,3592,2812,1421,2761,2209,667,1730,2089,2485,2758,311,2528,2894,979,825
13463,479,958,600,3073,250,1473,4407,4079,4813,4726,2229,4400,3210,614,2979,986,2835,3843,990,3785,3105,3873
13464,1775,360,38,2173,3294,361,3631,3768,697,1736,3207,1269,2397,2981,3966,4065,2313,748,1897,1132,310,1236
13465,4265,1833,1094,957,4750,2693,4894,1928,3165,4002,4168,512,3866,1322,2155,1737,62,1207,2398,764,2569,4421
13466,900,374,2980,987,2867,3684,1516,4493,3241,1979,195,1,2271,3924,2445,4353,1961,3183,3634,1924,419,199
13467,627,1242,4818,2166,193,2864,4515,122,1939,3519,3577,3923,2625,2890,1660,958,4635,3314,3362,3649,858,1711
13468,3224,116,4405,2493,955,3742,3304,4459,1897,3659,4307,103,1055,3101,425,2663,2113,3063,4800,1163,1142,2529
13469,570,3502,1148,4899,1169,2094,4139,200,30,4662,558,2954,2335,3590,3788,2935,1242,1410,4245,3297,2960,4613
13470,1629,128,3211,3902,2369,3949,1669,1486,3777,3449,1539,4539,2813,4572,4679,911,111,2171,1020,624,1718,145
13471,1499,2902,327,3468,4539,1766,984,2312,1896,588,1564,1862,4602,4187,1559,4363,4325,4775,4165,1151,1850,325
13472,2247,4895,351,433,1860,2058,4184,4092,2212,4845,3291,2915,1289,3081,1109,2287,1283,3687,553,738,2752,241
13473,3931,2322,2996,4611,952,4553,2844,999,1967,1294,4117,2912,4163,1930,3912,3335,4580,4694,4066,488,4142,1273
13474,3523,3763,46,4582,1547,2867,3871,3206,3510,278,878,4141,839,1914,3123,3556,1980,4482,1783,2295,110,2022
13475,4907,2810,3499,627,2669,766,4842,641,423,1020,674,647,3392,2620,3627,1358,4561,827,2456,1922,4781,4517
13476,1693,1489,3897,3093,3307,1502,3287,1646,4543,4609,4436,303,4439,2368,3973,3952,4435,3687,2291,1078,4899,60
13477,276,1446,2940,4693,2875,304,3228,3739,4639,4947,894,2556,1539,3902,1744,2550,1332,1358,3156,4739,2451,4856
13478,1223,1853,1697,3490,4500,3477,1211,3901,1966,1465,1466,1895,1264,550,2395,3872,4042,56,3864,2728,3676,3667
13479,1231,3973,782,3017,671,3325,4226,3163,4788,702,4664,4750,2165,436,305,148,4719,731,3842,3280,3100,3296
13480,705,4848,2449,3446,1888,3423,110,4795,1450,523,1807,951,2146,3416,2735,1959,306,2529,2094,2419,1233,3016
13481,4459,2031,3532,2691,3807,3337,95,4767,1913,3342,3003,1586,4455,3804,341,3228,2116,4591,1358,2157,3106,2775
13482,1157,4471,899,117,396,1673,2196,2045,1230,4735,924,1684,3831,2279,3823,3502,2582,918,2514,2203,2731,4605
13483,4344,2620,3542,2775,704,3424,159,4977,4545,2872,3460,2793,3339,4798,2338,2492,4083,275,1337,182,3222,2383
13484,4798,4540,933,104,625,4158,3814,859,1657,3921,4244,2532,4239,1612,4465,4198,4830,1584,4667,2763,1069,281
13485,3199,880,4658,4212,2578,824,615,2038,698,1218,310,1030,940,3713,4800,3797,2367,2781,218,4654,161,2869
13486,1392,4588,833,4463,3562,4414,2017,4430,2409,4647,4730,773,4215,2533,1206,2062,810,3460,4038,4884,1313,3080
13487,3206,4772,4905,4227,3305,3094,4004,2881,1615,3503,4055,1028,991,3797,3016,1173,1343,4278,2890,4256,3014,3287
13488,89,1676,2056,4409,617,980,4454,760,610,1698,3760,483,4383,529,3398,1883,1559,1401,1996,1794,318,3002
13489,1701,1115,1248,2151,1324,2429,1437,1639,4673,4633,3750,2110,842,3173,2968,1827,3612,664,4286,3105,774,16
13490,2654,4475,3129,3937,5000,3334,4506,3036,2674,2230,3743,2934,1082,494,4759,3161,2901,1752,3874,3445,1150,1234
13491,1874,1490,4477,3627,2575,2190,3690,1543,4093,2853,2655,19,177,2889,686,192,2051,3021,3081,3812,4519,1480
13492,1399,1134,1515,2775,2763,2261,354,798,2113,3510,3727,1934,2024,2951,4946,853,1125,116,1831,3352,1036,1921
13493,4234,2777,2995,1031,885,3410,3802,3789,4660,4448,2921,4314,676,1251,571,4350,2286,1815,3560,4476,15,1332
13494,4986,1870,4970,2919,322,2898,3592,1749,1396,1692,4360,4687,176,1568,3570,989,116,1811,4362,328,3547,1474
13495,814,3654,4323,3227,1969,4175,1608,2523,1415,1820,1969,4325,2337,4032,408,2830,2696,428,291,2833,2333,3532
13496,757,4824,319,1073,2370,2797,18,2665,4663,999,153,2954,2420,4088,2833,4410,4433,2335,1017,142,3149,1803
13497,4198,1483,1970,3144,2597,2223,89,2896,175,4191,3724,3917,3207,2025,294,3789,1586,419,3810,2603,2845,1606
13498,1646,1483,2885,4728,1158,3845,3522,4708,2465,2891,386,2192,1072,4849,853,1352,4517,3719,1030,3281,2853,515
13499,2204,2624,2483,144,3599,4758,601,1049,1323,2841,3197,3778,1799,231,980,942,4873,4323,200,3383,753,4543
13500,687,548,4807,43,3023,1320,1376,4171,2884,3067,499,1137,2882,4270,4712,362,4882,1519,4531,443,2300,4143
13501,4636,4746,859,2268,1031,3910,1325,4267,1306,457,467,1996,2124,3350,2199,4118,4348,3143,2478,2199,3208,3233
13502,1946,4271,3564,1617,1847,1250,4434,2006,3847,428,630,443,1006,4055,985,1585,2618,395,927,1851,2716,3672
13503,2786,1979,4898,4905,376,1575,3623,3456,4177,3810,1090,3160,2898,1215,4352,3524,2066,1192,1524,22,4724,3455
13504,158,3813,435,599,4662,472,4484,1116,710,633,772,1984,2271,2878,3816,4493,2057,4853,1035,2235,1985,4812
13505,40,3193,1318,909,1169,1265,729,3118,4615,4009,611,73,550,4319,948,3784,2396,3543,3429,2925,2848,1664
13506,505,1783,1193,4134,4670,2412,1123,4559,3493,600,2024,4776,4140,3132,467,12,4489,4194,1387,809,2677,943
